CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order
I-200-14079-699615,3/24/2014,3/28/2014,GA,50000,business analyst,143634
I-200-14078-122034,3/19/2014,3/25/2014,GA,48000,business analyst,143637
I-200-14150-514953,5/30/2014,6/5/2014,TX,47861,software engineer,143640
I-200-14078-742527,3/19/2014,3/25/2014,GA,47861,business analyst,143643
I-200-14148-225555,5/28/2014,6/3/2014,GA,60320,business analyst,143646
I-200-14031-126996,2/5/2014,2/12/2014,GA,54849.6,management consultant,143649
I-200-14262-178895,9/19/2014,9/25/2014,GA,47850,assistant professor,143655
I-200-14121-989652,5/1/2014,5/7/2014,MI,110000,assistant professor,143659
I-200-12270-716376,9/26/2012,10/2/2012,MD,58500,assistant professor,143663
I-200-13198-423902,7/17/2013,7/23/2013,VA,180000,assistant professor,143673
I-200-13108-255341,4/18/2013,4/24/2013,DC,137500,assistant professor,143676
I-200-13108-552213,4/19/2013,4/25/2013,VA,122000,assistant professor,143679
I-200-14231-595757,8/19/2014,8/25/2014,GA,80000,assistant professor,143682
I-200-11341-697512,12/7/2011,12/30/2013,LA,58800,assistant professor,143685
I-200-11258-578700,11/14/2011,11/17/2011,SC,47830,assistant professor,143690
I-200-13179-053885,6/28/2013,7/5/2013,TX,92500,assistant professor,143696
I-200-13140-338660,5/20/2013,5/24/2013,IN,82479.03,assistant professor,143699
I-200-15041-940756,3/2/2015,3/6/2015,OH,60000,software engineer,143702
I-200-13093-980795,4/4/2013,4/10/2013,TX,54000,assistant professor,143705
I-200-13136-439312,5/16/2013,5/22/2013,TX,49999.56,data analyst,143708
A-13256-96729,6/17/2014,11/5/2014,NORTH CAROLINA,62000,assistant professor,143718
I-200-13053-443441,2/22/2013,2/28/2013,NY,62400,business analyst,143726
I-200-15077-736071,3/18/2015,3/24/2015,OH,78000,software engineer,143729
I-200-12066-001701,4/30/2014,5/6/2014,MA,68000,business analyst,143732
I-200-12284-901405,10/10/2012,10/16/2012,FL,65000,assistant professor,143735
I-200-14078-824229,3/20/2014,3/26/2014,MA,50000,business analyst,143738
I-200-14069-671085,3/14/2014,6/27/2014,MA,48000,business analyst,143741
I-200-14073-416703,4/1/2014,4/7/2014,MA,48000,business analyst,143744
I-200-14079-281013,3/20/2014,3/26/2014,MA,48000,business analyst,143747
I-200-14106-305903,5/29/2014,6/4/2014,MA,48000,business analyst,143750
I-200-15078-026868,3/19/2015,3/25/2015,CT,79400,assistant professor,143753
I-200-15078-125861,3/19/2015,3/25/2015,IN,64000,business analyst,143756
I-200-15078-412529,3/19/2015,3/25/2015,IN,64000,business analyst,143759
I-200-15078-633025,3/19/2015,3/25/2015,IN,64000,business analyst,143762
I-200-15078-953266,3/19/2015,3/25/2015,IN,64000,business analyst,143765
I-200-15079-402823,3/20/2015,3/26/2015,IN,64000,business analyst,143768
I-200-15079-642617,3/20/2015,3/26/2015,IN,64000,business analyst,143771
I-200-15079-882927,3/20/2015,3/26/2015,IN,64000,business analyst,143774
I-200-14175-708341,6/24/2014,6/30/2014,WI,58000,business analyst,143777
I-200-14079-503634,3/20/2014,3/31/2014,WA,47778,software engineer,143780
I-200-13039-185920,2/8/2013,2/14/2013,MO,55740,assistant professor,143783
I-200-11115-361110,4/26/2011,1/11/2013,CO,100000,assistant professor,143786
I-200-15026-032938,1/26/2015,2/2/2015,TX,50000,assistant professor,143789
I-200-14315-791661,11/24/2014,12/1/2014,SC,60000,assistant professor,143796
I-200-13133-844226,5/13/2013,5/17/2013,WA,66700,assistant professor,143801
I-200-14037-697701,2/6/2014,2/12/2014,PA,152568,assistant professor,143805
I-200-14015-765140,1/15/2014,1/22/2014,PA,140004,assistant professor,143808
I-200-14100-446258,4/10/2014,4/16/2014,PA,139905,assistant professor,143811
I-200-12257-557333,9/13/2012,10/17/2012,IL,62550,assistant professor,143814
I-200-13116-180314,4/26/2013,5/2/2013,IL,67000,assistant professor,143820
I-200-12075-646522,3/15/2012,5/9/2013,NC,57500,assistant professor,143824
I-200-14071-859566,3/13/2014,3/19/2014,MI,64500,business analyst,143827
A-14191-87133,7/14/2014,12/11/2014,COLORADO,90000,assistant professor,143832
I-200-13212-027236,7/31/2013,8/6/2013,CO,76100,assistant professor,143835
I-200-13297-173929,10/24/2013,11/1/2013,CO,47730,assistant professor,143839
I-200-13114-100367,4/24/2013,5/8/2013,NY,248101,assistant professor,143844
I-200-13071-906919,3/13/2013,3/19/2013,IL,60000,data analyst,143847
I-200-13183-891809,7/2/2013,7/9/2013,NJ,47715,business analyst,143850
I-200-14150-674819,5/30/2014,6/5/2014,OK,75000,assistant professor,143854
I-200-14127-817475,5/7/2014,5/13/2014,NV,62000,assistant professor,143857
I-200-13205-317514,7/24/2013,7/30/2013,WA,51600,assistant professor,143860
I-200-15061-991490,3/2/2015,3/6/2015,KS,62000,software engineer,143864
I-200-14051-342184,3/4/2014,3/10/2014,OH,47694,data analyst,143867
I-200-12331-441652,11/26/2012,11/30/2012,CA,100000,assistant professor,143870
I-200-13122-616582,5/2/2013,5/8/2013,CA,70812,assistant professor,143873
I-200-12298-244303,10/24/2012,10/30/2012,CA,67500,assistant professor,143876
I-200-12338-233387,12/3/2012,12/7/2012,CA,64404,assistant professor,143879
I-200-13035-348245,2/4/2013,2/8/2013,CA,50000,assistant professor,143883
I-200-13060-692668,3/4/2013,3/8/2013,NH,47690,assistant professor,143886
I-200-15007-462120,1/26/2015,1/30/2015,PA,75000,assistant professor,143889
I-200-13116-045469,4/26/2013,7/3/2013,IA,65000,assistant professor,143892
I-200-13316-761739,11/12/2013,11/18/2013,NY,125000,assistant professor,143901
I-200-14080-648271,3/21/2014,3/27/2014,NY,105000,assistant professor,143904
I-200-14140-618358,5/20/2014,5/27/2014,NY,75000,assistant professor,143907
I-200-14127-067363,5/7/2014,5/13/2014,NY,68500,assistant professor,143910
I-200-11284-362190,10/11/2011,10/17/2011,CA,47652.8,software engineer,143913
I-200-14204-719886,7/23/2014,7/29/2014,NY,86380,assistant professor,143916
I-200-13318-131287,11/14/2013,11/20/2013,FL,85000,assistant professor,143919
I-200-13143-646027,5/23/2013,5/30/2013,OH,93396,assistant professor,143938
A-14108-61778,5/6/2014,10/8/2014,OHIO,76000,assistant professor,143941
I-200-15077-294129,3/18/2015,3/24/2015,OH,68500,assistant professor,143944
A-14195-87953,8/26/2014,1/12/2015,OHIO,64000,assistant professor,143947
I-200-13144-021794,5/24/2013,5/31/2013,OH,64000,assistant professor,143950
I-200-14204-379454,7/23/2014,7/29/2014,OH,58500,assistant professor,143953
I-200-14169-049167,6/18/2014,6/24/2014,OH,50000,assistant professor,143956
I-200-15065-731984,3/11/2015,3/18/2015,VA,60000,business analyst,143960
I-200-13102-266970,4/12/2013,4/18/2013,CA,86000,assistant professor,143967
I-200-14265-280933,9/22/2014,9/26/2014,TX,73500,assistant professor,143970
I-200-13121-818674,5/1/2013,5/7/2013,CA,85000,assistant professor,143996
I-200-13021-333686,1/21/2013,1/25/2013,ND,87043,software engineer,144002
I-200-13148-332598,5/28/2013,6/3/2013,ND,80000,software engineer,144005
I-200-14009-364342,1/9/2014,1/15/2014,MI,65000,software engineer,144008
I-200-12352-212217,12/17/2012,12/21/2012,ND,60000,software engineer,144011
I-200-11283-533821,10/10/2011,10/14/2011,MI,56000,business analyst,144014
I-200-14119-855875,4/29/2014,5/5/2014,FL,58405,assistant professor,144017
I-200-10138-892633,5/18/2010,10/25/2011,CO,88117,assistant professor,144020
I-200-14094-358535,4/4/2014,4/10/2014,CA,86700,assistant professor,144023
I-200-13022-502816,1/22/2013,1/28/2013,MI,47590.4,software engineer,144028
I-200-13067-007037,3/8/2013,3/14/2013,FL,80000,software engineer,144031
I-200-12290-186889,10/16/2012,10/22/2012,MI,65000,software engineer,144034
I-200-13102-829036,4/12/2013,4/18/2013,NY,51866,assistant professor,144037
I-200-11227-159585,8/15/2011,10/12/2011,IL,55000,software engineer,144041
I-203-15023-973468,2/2/2015,2/6/2015,MI,47570,assistant professor,144045
I-200-14164-431130,6/13/2014,6/20/2014,WI,63000,assistant professor,144048
I-200-13007-418670,1/7/2013,1/7/2013,TX,66550,software engineer,144055
I-200-13007-416100,1/7/2013,1/7/2013,TX,65000,software engineer,144058
I-200-12270-697763,9/27/2012,10/3/2012,MN,51000,software engineer,144061
I-200-13075-789726,3/16/2013,3/21/2013,MN,48000,software engineer,144064
I-200-13092-760357,4/2/2013,4/8/2013,WI,53500,assistant professor,144067
I-200-13203-839371,7/22/2013,7/22/2013,TX,290000,assistant professor,144071
I-200-13273-747376,9/30/2013,10/22/2013,FL,65000,business analyst,144074
I-200-15020-482483,1/23/2015,1/29/2015,FL,56100,data scientist,144077
I-200-13055-894694,2/24/2013,2/28/2013,MI,47528,business analyst,144080
I-200-13219-071926,8/7/2013,8/13/2013,TX,85000,assistant professor,144083
I-200-15074-767128,3/15/2015,3/24/2015,OH,62400,business analyst,144092
I-200-14084-283928,3/25/2014,3/31/2014,FL,73300,business analyst,144095
I-200-14262-642954,9/19/2014,9/25/2014,OH,60000,business analyst,144098
I-200-15070-077714,3/11/2015,3/18/2015,PA,150012,assistant professor,144101
I-200-15082-740757,3/23/2015,3/27/2015,LA,150000,assistant professor,144105
I-200-14065-952027,3/6/2014,3/12/2014,IL,47486.4,business analyst,144108
A-14261-08254,10/19/2014,4/10/2015,ILLINOIS,79200,data analyst,144111
I-200-14122-198261,5/2/2014,5/8/2014,PA,66000,business analyst,144114
I-200-11278-399516,10/10/2011,10/14/2011,NY,60000,business analyst,144117
I-200-14079-894809,3/20/2014,3/26/2014,PA,54000,data analyst,144120
I-200-14052-054368,2/24/2014,2/28/2014,IL,48000,business analyst,144123
I-200-13077-529455,3/25/2013,3/29/2013,NC,81000,assistant professor,144126
I-200-10236-776510,8/24/2010,10/18/2011,MI,65776,assistant professor,144166
I-200-12332-665010,11/27/2012,1/25/2013,CA,70000,data analyst,144171
I-200-14071-860089,3/12/2014,3/20/2014,FL,62379,software engineer,144174
I-200-15069-084383,3/10/2015,3/16/2015,AL,60000,business analyst,144177
I-200-15071-241661,3/12/2015,3/18/2015,FL,54000,business analyst,144180
I-200-14002-984018,1/2/2014,1/8/2014,FL,48000,software engineer,144183
I-200-13072-767589,3/13/2013,3/19/2013,MA,47500,business analyst,144186
I-200-14035-291328,2/5/2014,2/12/2014,FL,47840,software engineer,144189
I-200-15055-136246,2/24/2015,3/2/2015,WI,66036,assistant professor,144198
I-200-14288-752535,10/15/2014,10/21/2014,IL,80000,business analyst,144202
I-200-12074-329522,3/19/2012,9/5/2014,TX,70000,business analyst,144205
I-200-15044-070432,2/13/2015,2/23/2015,IL,62000,business analyst,144208
I-200-15077-794566,3/18/2015,3/24/2015,IL,60000,business analyst,144211
I-200-13347-983670,12/13/2013,12/19/2013,MO,50100,software engineer,144214
I-200-14038-097645,2/13/2014,2/21/2014,CA,47445,business analyst,144217
I-200-11314-067315,11/10/2011,11/16/2011,TX,47444.8,business analyst,144221
I-200-15078-348540,3/19/2015,3/25/2015,PA,122000,assistant professor,144224
I-200-14091-984804,4/1/2014,4/7/2014,MN,80000,assistant professor,144227
A-14114-63629,5/27/2014,10/15/2014,ARKANSAS,180000,assistant professor,144230
I-200-14064-585599,3/7/2014,3/13/2014,NY,100000,software engineer,144233
I-200-14057-346267,3/2/2014,3/6/2014,NY,90000,software engineer,144236
I-200-14072-313276,3/13/2014,3/19/2014,NY,69132,software engineer,144239
I-200-13295-457466,10/22/2013,11/1/2013,NY,67562,software engineer,144242
I-200-14310-804516,11/6/2014,11/13/2014,NJ,67224,business analyst,144245
I-200-14072-147213,3/13/2014,3/19/2014,NJ,66132,software engineer,144248
I-200-14059-499525,2/28/2014,3/6/2014,NJ,65856,software engineer,144251
I-200-13295-547138,10/22/2013,11/1/2013,NJ,65658,business analyst,144254
I-200-14077-911056,3/18/2014,3/26/2014,NY,65004,software engineer,144257
I-200-14066-817757,3/7/2014,4/2/2014,NJ,65000,business analyst,144260
I-200-14077-412446,3/18/2014,3/24/2014,NY,64800,software engineer,144263
I-200-14077-390620,3/18/2014,3/26/2014,NY,64584,software engineer,144266
I-200-14077-626223,3/18/2014,3/26/2014,NY,64356,software engineer,144269
I-200-14036-644126,2/5/2014,2/12/2014,NY,62916,software engineer,144272
I-200-13046-420739,2/26/2013,3/4/2013,DE,62400,business analyst,144275
I-200-14079-412683,3/20/2014,3/26/2014,NJ,62388,software engineer,144278
I-200-14073-391346,3/14/2014,3/20/2014,NJ,62148,software engineer,144281
I-200-13067-981451,3/8/2013,3/14/2013,DE,62000,business analyst,144284
I-200-14059-469670,2/28/2014,3/6/2014,NJ,61884,software engineer,144287
I-200-14071-246182,3/12/2014,3/18/2014,NY,60396,software engineer,144290
I-200-14070-378090,3/11/2014,3/17/2014,NY,60000,business analyst,144293
I-200-14078-431783,3/19/2014,3/25/2014,NJ,60000,business analyst,144296
I-200-14160-480293,6/9/2014,6/13/2014,NJ,58500,business analyst,144299
I-200-14101-894876,4/11/2014,4/17/2014,NY,52000,data analyst,144302
I-200-14069-844353,3/13/2014,3/19/2014,NY,50000,data analyst,144305
I-200-14077-086036,3/19/2014,3/25/2014,NY,50000,business analyst,144308
I-200-14078-624760,3/20/2014,3/26/2014,NY,48000,data analyst,144311
I-200-14063-750796,3/11/2014,3/17/2014,NY,48000,business analyst,144314
I-200-14055-404329,2/24/2014,2/28/2014,NJ,47424,software engineer,144317
I-200-14057-591466,3/2/2014,3/6/2014,NY,47424,software engineer,144320
I-200-14077-337541,3/18/2014,3/24/2014,NJ,47424,business analyst,144323
I-200-14077-895870,3/18/2014,3/24/2014,NJ,47424,business analyst,144326
I-200-14078-426878,3/19/2014,3/25/2014,NJ,47424,business analyst,144329
I-200-14080-805751,3/21/2014,3/27/2014,NY,47424,business analyst,144332
I-200-12325-598166,11/20/2012,11/27/2012,DE,47424,business analyst,144335
I-200-14262-588484,9/24/2014,9/30/2014,FL,147465.1,assistant professor,144338
I-200-13093-551811,4/3/2013,4/9/2013,TX,47840,business analyst,144343
I-200-14072-335917,3/13/2014,3/19/2014,NY,50000,business analyst,144346
I-200-13079-053734,3/26/2013,4/1/2013,NY,47403,data analyst,144349
I-200-14164-774602,6/13/2014,6/20/2014,NY,47403,business analyst,144352
I-200-11112-942750,4/27/2011,8/17/2013,OH,80004,assistant professor,144355
I-200-15082-096304,3/23/2015,3/27/2015,NE,64000,assistant professor,144361
I-200-15074-254246,3/15/2015,3/19/2015,MO,66560,business analyst,144367
I-200-15066-947720,3/10/2015,3/16/2015,MO,72700,business analyst,144373
I-200-15077-038079,3/18/2015,3/24/2015,MO,63000,business analyst,144376
I-200-14254-864553,9/11/2014,9/12/2014,MO,60000,business analyst,144379
I-200-13294-292209,10/21/2013,10/26/2013,TX,50000,assistant professor,144382
I-200-15084-685321,3/25/2015,3/31/2015,MO,47500,business analyst,144385
I-200-14315-435406,11/11/2014,11/17/2014,MO,69993,assistant professor,144388
I-200-13073-420953,4/1/2013,4/5/2013,SC,37820,software engineer,144391
I-200-14125-483514,5/5/2014,5/9/2014,SC,64000,assistant professor,144394
I-200-13137-323658,5/17/2013,5/23/2013,LA,58000,assistant professor,144398
I-200-14121-394540,5/2/2014,5/8/2014,FL,80000,software engineer,144412
I-200-14128-354214,5/8/2014,5/14/2014,FL,73000.1,software engineer,144415
I-200-14107-161943,5/8/2014,5/14/2014,FL,73000.09,software engineer,144418
I-200-14064-129574,3/6/2014,3/12/2014,FL,70000,software engineer,144421
I-200-14042-678148,3/4/2014,7/14/2014,FL,68000.19,software engineer,144424
I-200-14064-034190,3/6/2014,7/14/2014,FL,68000,software engineer,144427
I-200-14043-073053,3/4/2014,3/10/2014,FL,63000.08,software engineer,144430
I-200-14113-687267,4/24/2014,4/30/2014,FL,61650.16,software engineer,144433
I-200-13056-050842,2/25/2013,3/1/2013,IL,60000,business analyst,144436
I-200-13098-191692,4/8/2013,4/12/2013,IL,59200,business analyst,144439
I-200-14069-126528,3/10/2014,3/14/2014,NY,53039.92,data analyst,144442
A-14203-91220,8/21/2014,1/22/2015,MONTANA,47361,assistant professor,144455
I-200-13203-129091,7/22/2013,7/26/2013,GA,58000,assistant professor,144461
I-200-14302-240168,10/29/2014,11/4/2014,NY,76956,business analyst,144464
I-200-15014-116611,1/14/2015,1/23/2015,NY,65100,business analyst,144467
I-200-14296-658441,10/23/2014,10/29/2014,NY,63040,business analyst,144470
I-200-15072-582802,3/13/2015,3/19/2015,NY,60000,business analyst,144473
I-200-15070-342120,3/18/2015,3/24/2015,NY,57000,business analyst,144476
I-200-13074-108926,3/15/2013,3/21/2013,NJ,53300,business analyst,144479
I-200-13073-015752,3/14/2013,3/20/2013,NJ,49000,business analyst,144482
I-200-13169-486370,6/19/2013,10/31/2014,NJ,47341,business analyst,144485
I-200-13079-971843,3/20/2013,3/26/2013,NJ,47840,business analyst,144488
I-200-13102-639441,4/12/2013,4/18/2013,NJ,95000,assistant professor,144494
I-200-13029-940665,1/29/2013,2/4/2013,NJ,60518.15,assistant professor,144497
I-200-15008-055732,1/8/2015,1/14/2015,OK,90000,software engineer,144501
I-200-13059-386555,3/1/2013,3/7/2013,WA,72500,business analyst,144504
I-200-14065-739134,3/6/2014,3/12/2014,CA,70000,software engineer,144507
I-200-11319-811560,11/15/2011,11/21/2011,NC,69500,assistant professor,144510
I-200-12282-399024,10/8/2012,10/12/2012,IL,65000,business analyst,144513
I-200-13045-389529,2/14/2013,2/21/2013,IL,62400,business analyst,144516
I-200-13067-881882,3/8/2013,3/14/2013,IL,62400,business analyst,144519
I-200-13056-211487,2/25/2013,3/1/2013,IL,62000,business analyst,144522
I-200-12278-924548,10/4/2012,10/11/2012,PA,61000,business analyst,144525
I-200-15071-836796,3/13/2015,3/19/2015,OK,60000,software engineer,144528
I-200-14024-675342,1/24/2014,1/30/2014,NY,60000,business analyst,144531
I-200-14155-796008,6/4/2014,6/10/2014,NY,60000,business analyst,144534
I-200-13057-213969,2/26/2013,3/4/2013,IL,60000,business analyst,144537
I-200-13076-449854,3/17/2013,3/21/2013,IL,60000,business analyst,144540
I-200-13076-923594,3/17/2013,3/21/2013,IL,60000,business analyst,144543
I-200-13079-586584,3/20/2013,3/26/2013,IL,60000,business analyst,144546
I-200-13079-479596,3/20/2013,4/19/2013,IL,60000,business analyst,144549
I-200-12334-811159,11/29/2012,12/5/2012,IL,55000,business analyst,144552
I-200-13049-007327,2/19/2013,1/29/2015,IL,54080,business analyst,144555
I-200-13081-019347,3/22/2013,3/28/2013,IL,51872.71,business analyst,144558
I-200-12290-516505,10/16/2012,10/22/2012,IL,50000,business analyst,144561
I-200-13078-945548,3/19/2013,3/25/2013,IL,50000,business analyst,144564
I-200-13074-075323,3/15/2013,3/21/2013,IL,48000,business analyst,144567
I-200-13098-096206,4/8/2013,4/12/2013,IL,47500,business analyst,144570
I-200-13053-996541,2/22/2013,2/28/2013,IL,47320,business analyst,144574
I-200-13074-476827,3/15/2013,3/15/2013,IL,47320,business analyst,144577
