CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-14081-546908,3/22/2014,3/27/2014,MD,60320,business analyst,119213,0
I-200-14046-639361,2/18/2014,2/24/2014,CA,70000,software engineer,119222,0
I-200-15037-489298,2/6/2015,2/13/2015,AK,67044,software engineer,119228,0
I-200-14067-770690,3/10/2014,3/14/2014,CA,61000,business analyst,119237,0
I-200-14189-928004,7/8/2014,7/11/2014,VA,60000,data analyst,119246,0
I-200-14070-945224,3/11/2014,3/17/2014,CA,60000,business analyst,119252,0
I-200-15055-871192,2/24/2015,3/2/2015,LA,59000,software engineer,119261,0
I-200-13072-714066,3/13/2013,3/19/2013,TX,59000,business analyst,119270,0
I-200-14077-872632,3/18/2014,3/24/2014,CA,58718,business analyst,119276,0
I-200-11305-753260,11/1/2011,11/7/2011,CA,58700,software engineer,119285,0
I-200-13081-357500,3/22/2013,3/28/2013,OH,60400,business analyst,119294,0
I-200-13158-093181,6/7/2013,6/13/2013,OH,60000,business analyst,119300,0
I-200-13184-533123,7/3/2013,7/10/2013,AR,62592,assistant professor,119309,0
I-200-13059-651290,3/1/2013,3/7/2013,WA,70000,business analyst,119318,0
I-200-14024-061537,2/7/2014,2/13/2014,NH,58677,software engineer,119324,0
I-200-14189-866823,7/8/2014,7/14/2014,PA,135200,business analyst,119333,0
I-200-14072-902751,3/17/2014,3/21/2014,FL,65000,software engineer,119342,0
I-200-14227-065331,8/15/2014,8/21/2014,PA,59000,business analyst,119348,0
I-200-15057-265325,2/26/2015,3/4/2015,CA,58656,business analyst,119357,0
I-200-14126-473400,5/6/2014,5/12/2014,NV,82000,assistant professor,119366,0
I-200-14050-202353,2/26/2014,3/5/2014,CO,69992,software engineer,119376,0
I-200-14056-049402,2/25/2014,3/3/2014,AZ,90000,assistant professor,119385,0
I-200-15075-511388,3/16/2015,3/20/2015,NJ,60000,business analyst,119395,0
I-200-14120-305286,4/30/2014,5/6/2014,MO,200000,assistant professor,119403,0
I-200-15080-548388,3/21/2015,3/26/2015,NJ,72000,business analyst,119412,0
I-200-14307-576057,11/3/2014,11/7/2014,NJ,65000,business analyst,119421,0
I-200-14192-964743,7/11/2014,7/17/2014,NJ,65000,business analyst,119427,0
I-200-14308-688788,11/4/2014,11/10/2014,NJ,62000,business analyst,119436,0
I-200-14317-574389,11/13/2014,11/19/2014,NJ,61000,business analyst,119445,0
I-200-15079-313566,3/20/2015,3/26/2015,NJ,60000,data analyst,119451,0
I-200-15048-349244,2/17/2015,2/25/2015,NJ,60000,business analyst,119460,0
I-200-15063-849565,3/4/2015,3/10/2015,NJ,60000,business analyst,119469,0
I-200-15068-664153,3/10/2015,3/16/2015,NJ,60000,business analyst,119475,0
I-200-15073-134018,3/14/2015,3/19/2015,NJ,60000,business analyst,119484,0
I-200-15074-497042,3/15/2015,3/19/2015,NJ,60000,business analyst,119493,0
I-200-15075-176896,3/16/2015,3/20/2015,NJ,60000,business analyst,119499,0
I-200-15075-970730,3/16/2015,3/20/2015,NJ,60000,business analyst,119508,0
I-200-15077-906114,3/18/2015,3/24/2015,NJ,60000,business analyst,119517,0
I-200-15078-442005,3/19/2015,3/30/2015,NJ,60000,business analyst,119523,0
I-200-15079-361437,3/20/2015,3/26/2015,NJ,60000,business analyst,119532,0
I-200-15080-254542,3/21/2015,3/26/2015,NJ,60000,business analyst,119541,0
I-200-15081-415062,3/23/2015,3/27/2015,NJ,60000,business analyst,119547,0
I-200-15083-332594,3/24/2015,3/30/2015,NJ,60000,business analyst,119556,0
I-200-15084-032759,3/25/2015,3/31/2015,NJ,60000,business analyst,119565,0
I-200-14258-063945,9/15/2014,9/19/2014,NJ,60000,business analyst,119571,0
I-200-15078-943288,3/19/2015,3/25/2015,NJ,59000,business analyst,119580,0
I-200-13053-625086,2/25/2013,3/1/2013,OK,58614,software engineer,119589,0
I-200-14353-045664,12/19/2014,12/29/2014,IL,58614,business analyst,119595,0
I-200-15072-537426,3/13/2015,3/19/2015,NJ,58614,business analyst,119604,0
I-200-10224-729131,9/8/2010,6/26/2013,NY,58600,software engineer,119614,0
I-200-10218-519877,8/13/2010,6/26/2013,NY,58600,software engineer,119620,0
I-200-10222-901981,8/24/2010,6/27/2013,NJ,58600,software engineer,119629,0
I-200-14213-189050,8/1/2014,8/7/2014,CA,83000,assistant professor,119638,0
I-200-13079-951037,3/20/2013,3/26/2013,MI,65000,software engineer,119644,0
I-200-13073-380675,3/14/2013,3/20/2013,MI,60000,software engineer,119653,0
I-200-12347-380221,12/12/2012,1/31/2014,MI,58572.8,software engineer,119662,0
I-200-14176-368233,6/25/2014,7/1/2014,FL,58550,assistant professor,119668,0
I-200-11277-974027,10/4/2011,10/11/2011,NY,58531.2,business analyst,119677,0
I-200-12143-121600,5/23/2012,1/18/2013,NY,80000,business analyst,119686,0
I-200-11315-751817,11/11/2011,11/17/2011,NY,75000,business analyst,119692,0
I-200-12333-476632,11/30/2012,11/11/2014,DC,69184,business analyst,119701,0
I-200-11298-817225,10/26/2011,11/1/2011,NY,65000,business analyst,119710,0
I-200-13325-363490,11/21/2013,11/27/2013,WI,61000,software engineer,119716,0
I-200-11279-088681,10/6/2011,10/13/2011,NY,60000,business analyst,119725,0
I-200-11315-302880,11/11/2011,11/17/2011,NJ,59000,business analyst,119734,0
I-200-13253-179422,9/10/2013,9/17/2013,WI,58531,software engineer,119740,0
I-200-13114-834618,4/24/2013,4/30/2013,CA,145000,assistant professor,119749,0
I-200-14211-785750,7/30/2014,8/5/2014,MD,61800,business analyst,119760,0
I-200-14287-717841,10/14/2014,10/20/2014,MD,58600,business analyst,119766,0
I-200-14073-608819,3/17/2014,3/25/2014,TX,58500,software engineer,119775,0
I-200-15061-409911,3/9/2015,3/13/2015,MO,68910,data analyst,119784,0
I-200-14183-867290,7/2/2014,7/9/2014,CT,60000,data analyst,119790,0
I-200-13052-688382,2/21/2013,2/27/2013,UT,58489.6,software engineer,119799,0
I-200-14098-623332,4/8/2014,4/8/2014,IN,65000,software engineer,119808,0
I-200-14078-876471,3/19/2014,3/25/2014,CA,60000,software engineer,119814,0
I-200-11312-968622,11/8/2011,11/16/2011,OH,60000,software engineer,119823,0
I-200-13227-119201,8/15/2013,9/17/2013,NJ,58465.27,assistant professor,119832,0
I-200-13065-638911,3/6/2013,3/12/2013,MI,60000,assistant professor,119838,0
I-200-14363-567211,12/29/2014,1/5/2015,TN,58448,software engineer,119847,0
I-200-13322-034327,11/19/2013,11/25/2013,WI,81000,business analyst,119857,0
I-200-11091-658900,4/1/2011,5/21/2013,CA,60000,business analyst,119863,0
I-200-11179-162967,6/28/2011,5/21/2013,CA,60000,business analyst,119872,0
I-200-13031-510819,1/31/2013,2/6/2013,MA,60904,business analyst,119882,0
I-200-14063-726406,3/4/2014,3/10/2014,NJ,59000,business analyst,119888,0
I-200-13085-468465,3/26/2013,4/1/2013,IL,135000,assistant professor,119897,0
I-200-14080-533194,3/21/2014,3/21/2014,PA,60000,business analyst,119906,0
I-200-14204-674395,7/23/2014,7/29/2014,MS,66953,assistant professor,119912,0
I-200-14234-291168,8/22/2014,8/28/2014,WI,66061,business analyst,119921,0
I-200-12074-578133,3/16/2012,10/18/2013,OH,62500.05,software engineer,119930,0
I-200-15075-034671,3/16/2015,3/20/2015,WI,60000,business analyst,119936,0
I-200-15084-522215,3/25/2015,3/31/2015,TN,75000,business analyst,119945,0
I-200-15021-033694,1/21/2015,1/27/2015,TN,60000,business analyst,119954,0
I-200-10316-655095,11/12/2010,10/31/2013,OR,30373.2,assistant professor,119960,0
I-200-12275-799955,10/1/2012,10/1/2012,IA,68782,software engineer,119970,0
I-200-13039-562145,2/8/2013,2/14/2013,IA,61227,software engineer,119979,0
I-200-13162-451916,8/14/2013,8/20/2013,PA,58320.51,assistant professor,119985,0
I-200-15063-239272,3/5/2015,3/11/2015,CA,83000,assistant professor,119994,0
I-200-13063-463888,3/4/2013,3/8/2013,TX,70000,software engineer,120004,0
I-200-12289-412028,10/15/2012,10/19/2012,TX,65000,software engineer,120010,0
I-200-13070-036662,3/11/2013,3/15/2013,TX,65000,software engineer,120019,0
I-200-13072-699074,3/13/2013,3/19/2013,TX,65000,software engineer,120028,0
I-200-13072-141663,3/13/2013,3/19/2013,TX,65000,software engineer,120034,0
I-200-13073-892216,3/14/2013,3/20/2013,TX,65000,software engineer,120043,0
I-200-13077-512316,3/18/2013,3/22/2013,TX,65000,software engineer,120052,0
I-200-13077-318537,3/18/2013,3/22/2013,TX,65000,software engineer,120058,0
I-200-13078-730350,3/19/2013,3/25/2013,TX,65000,software engineer,120067,0
I-200-13078-893413,3/19/2013,3/25/2013,TX,65000,software engineer,120076,0
I-200-13078-940481,3/19/2013,3/25/2013,TX,65000,software engineer,120082,0
I-200-13081-549934,3/22/2013,3/28/2013,TX,65000,software engineer,120091,0
I-200-13085-692961,3/26/2013,4/1/2013,TX,65000,software engineer,120100,0
I-200-13105-574292,4/15/2013,4/19/2013,TX,65000,software engineer,120106,0
I-200-13022-927604,1/22/2013,7/31/2013,NC,62000,business analyst,120115,0
I-200-13092-003484,4/2/2013,4/8/2013,NC,60000,business analyst,120124,0
I-200-13162-282626,6/11/2013,2/21/2014,TX,59000,software engineer,120130,0
I-200-14164-011284,6/13/2014,6/13/2014,MS,350000,assistant professor,120139,0
I-200-15063-471554,3/11/2015,3/19/2015,VA,58300,business analyst,120148,0
I-200-13308-257592,11/4/2013,11/8/2013,FL,60000,business analyst,120154,0
I-200-13086-427972,3/27/2013,4/2/2013,OH,58273,assistant professor,120188,0
I-200-14076-023309,3/17/2014,3/21/2014,MI,62400,data analyst,120198,0
I-200-15065-453138,3/6/2015,3/12/2015,CA,60000,business analyst,120204,0
I-200-14289-498330,10/16/2014,10/22/2014,OH,115000,software engineer,120214,0
I-200-14087-101064,3/28/2014,4/3/2014,IA,70000,software engineer,120223,0
I-200-14191-198159,7/15/2014,7/21/2014,OH,63000,software engineer,120229,0
I-200-13064-326339,3/13/2013,3/19/2013,MA,60000,software engineer,120238,0
I-200-13063-538843,3/5/2013,3/11/2013,MA,58240,software engineer,120247,0
I-200-13037-081063,2/6/2013,2/12/2013,IL,88305,assistant professor,120253,0
I-200-15042-069778,2/27/2015,3/5/2015,MA,86000,business analyst,120265,0
I-200-14160-801667,6/9/2014,6/14/2014,WY,84000,assistant professor,120274,0
I-200-14160-910484,6/9/2014,6/16/2014,TX,90000,assistant professor,120281,0
I-200-13087-413335,3/28/2013,4/3/2013,NY,73440,software engineer,120290,0
A-13148-66813,6/19/2013,2/10/2015,OKLAHOMA,60000,software engineer,120299,0
I-200-12110-425413,4/24/2012,6/6/2013,FL,60000,software engineer,120305,0
I-200-13066-118312,3/8/2013,4/16/2013,NY,58198,software engineer,120314,0
I-200-15068-694917,3/9/2015,3/18/2015,WI,100000,assistant professor,120324,0
I-200-12270-118392,9/26/2012,10/2/2012,GA,92400,software engineer,120330,0
I-200-12325-401154,11/20/2012,11/27/2012,GA,80000,software engineer,120339,0
I-200-13140-681319,5/20/2013,5/24/2013,GA,75000,software engineer,120348,0
I-200-13025-837396,1/25/2013,2/8/2013,GA,73900,software engineer,120354,0
I-200-13073-353793,3/14/2013,3/20/2013,GA,72000,software engineer,120363,0
I-200-13031-713121,1/31/2013,2/6/2013,GA,70000,software engineer,120372,0
I-200-13086-198872,3/27/2013,4/2/2013,GA,70000,software engineer,120378,0
I-200-15068-329823,3/9/2015,3/13/2015,NJ,68640,business analyst,120387,0
I-200-13098-754771,4/8/2013,4/12/2013,GA,66025,software engineer,120396,0
I-200-13015-994613,1/15/2013,1/22/2013,GA,65000,software engineer,120402,0
I-200-13129-167793,5/9/2013,5/15/2013,GA,65000,software engineer,120411,0
I-200-13067-371872,3/8/2013,3/14/2013,GA,63550,software engineer,120420,0
I-200-12303-753981,10/29/2012,11/2/2012,GA,62000,software engineer,120426,0
I-200-13063-245207,3/5/2013,3/11/2013,GA,61000,data analyst,120435,0
I-200-12312-185176,11/7/2012,11/15/2012,GA,60000,software engineer,120444,0
I-200-12346-206375,12/11/2012,12/17/2012,GA,60000,software engineer,120450,0
I-200-13063-446012,3/4/2013,3/8/2013,GA,60000,software engineer,120459,0
I-200-13064-642494,3/5/2013,3/11/2013,GA,60000,software engineer,120468,0
I-200-13063-676271,3/7/2013,3/13/2013,GA,60000,software engineer,120474,0
I-200-13080-406979,3/21/2013,3/21/2013,GA,60000,software engineer,120483,0
I-200-13077-993779,3/18/2013,3/22/2013,GA,60000,software engineer,120492,0
I-200-13078-441669,3/19/2013,3/25/2013,GA,60000,software engineer,120498,0
I-200-13079-380590,3/20/2013,3/26/2013,GA,60000,software engineer,120507,0
I-200-13084-936390,3/25/2013,3/29/2013,GA,60000,software engineer,120516,0
I-200-13095-418458,4/5/2013,4/11/2013,GA,60000,software engineer,120522,0
I-200-13168-452462,6/17/2013,6/21/2013,GA,60000,software engineer,120531,0
I-200-15076-354494,3/17/2015,3/26/2015,CT,60000,business analyst,120540,0
I-200-13077-147252,3/18/2013,3/22/2013,GA,60000,business analyst,120546,0
I-200-13059-691987,2/28/2013,3/6/2013,GA,58500,software engineer,120555,0
I-200-13084-482482,3/25/2013,3/29/2013,GA,58200,software engineer,120564,0
I-200-12318-338440,11/13/2012,11/19/2012,GA,58178,software engineer,120570,0
I-200-13066-380696,3/14/2013,3/20/2013,GA,58178,software engineer,120579,0
I-200-13107-430809,4/17/2013,4/23/2013,GA,58178,software engineer,120588,0
I-200-14341-102869,12/29/2014,1/5/2015,CT,58178,business analyst,120594,0
I-200-13063-288244,3/4/2013,3/8/2013,GA,65228.8,software engineer,120603,0
I-200-14094-560396,4/4/2014,4/10/2014,NY,90175,assistant professor,120612,0
I-200-14135-814792,5/20/2014,5/27/2014,CA,156000,business analyst,120619,0
I-200-13252-440530,9/9/2013,9/13/2013,FL,71000,business analyst,120628,0
I-200-14068-444063,3/9/2014,3/17/2014,VA,65000,business analyst,120637,0
I-200-14083-381332,3/24/2014,3/28/2014,FL,62500,business analyst,120643,0
I-200-14061-274112,3/10/2014,3/14/2014,FL,60000,software engineer,120652,0
I-200-15068-608215,3/9/2015,3/13/2015,PA,60000,business analyst,120661,0
I-200-14041-772708,2/10/2014,2/15/2014,VA,60000,business analyst,120667,0
I-200-13235-123127,8/23/2013,8/29/2013,FL,60000,business analyst,120676,0
I-200-15031-952389,2/21/2015,2/26/2015,PA,58157,business analyst,120685,0
I-200-14154-226863,6/5/2014,6/11/2014,FL,58157,business analyst,120691,0
I-200-13227-779632,8/15/2013,8/21/2013,FL,58240,business analyst,120700,0
I-200-15065-734305,3/6/2015,3/12/2015,PA,80000,software engineer,120709,0
I-200-14279-751098,10/6/2014,10/10/2014,PA,75000,software engineer,120715,0
I-200-14234-413299,8/25/2014,8/29/2014,PA,75000,software engineer,120724,0
I-200-14073-439030,3/14/2014,3/20/2014,FL,70000,software engineer,120733,0
I-200-13094-826065,4/4/2013,4/10/2013,MD,70000,software engineer,120739,0
I-200-15076-197825,3/17/2015,3/23/2015,MA,66000,business analyst,120748,0
I-200-15063-247492,3/4/2015,3/10/2015,PA,65000,software engineer,120757,0
I-200-15069-344003,3/10/2015,3/16/2015,MA,65000,data analyst,120763,0
I-200-15073-586936,3/14/2015,3/19/2015,MA,65000,business analyst,120772,0
I-200-14336-186929,12/2/2014,12/8/2014,MA,63100,business analyst,120781,0
I-200-15063-854437,3/4/2015,3/10/2015,PA,62000,software engineer,120787,0
I-200-15058-895632,2/27/2015,3/5/2015,MA,61000,data analyst,120796,0
I-200-14072-512353,3/13/2014,3/19/2014,FL,60000,software engineer,120805,0
I-200-15075-544459,3/19/2015,3/25/2015,MA,60000,data analyst,120811,0
I-200-14315-374785,11/11/2014,11/17/2014,MA,60000,business analyst,120820,0
I-200-15049-547662,2/18/2015,2/18/2015,MA,60000,business analyst,120829,0
I-200-15050-791537,2/19/2015,2/25/2015,MA,60000,business analyst,120835,0
I-200-14192-859448,7/11/2014,7/21/2014,MA,60000,business analyst,120844,0
I-200-15057-017561,2/26/2015,3/4/2015,MA,58968,business analyst,120853,0
I-200-14216-102266,8/4/2014,8/8/2014,PA,58136,software engineer,120859,0
I-200-15083-806854,3/24/2015,3/30/2015,MA,58136,business analyst,120868,0
I-200-12055-989365,2/24/2012,10/1/2013,IA,58115.2,software engineer,120877,0
I-200-11301-270193,10/31/2011,11/4/2011,IL,80000,software engineer,120883,0
I-200-12128-854208,5/7/2012,12/14/2012,IA,70000,software engineer,120892,0
I-200-11278-853468,10/5/2011,10/12/2011,IL,67000,software engineer,120901,0
I-200-11326-830609,11/22/2011,11/29/2011,IL,62533,software engineer,120907,0
I-200-11297-659635,10/24/2011,10/28/2011,IL,60000,software engineer,120916,0
I-200-14203-365860,7/22/2014,7/28/2014,TX,58600,assistant professor,120925,0
I-200-11250-836668,9/7/2011,12/3/2012,IL,58115,software engineer,120931,0
I-200-11306-953602,11/18/2011,11/28/2011,IL,58115,software engineer,120940,0
I-200-11308-613789,11/4/2011,11/10/2011,GA,105000,business analyst,120950,0
I-200-14056-668095,2/27/2014,3/5/2014,CA,75000,software engineer,120956,0
I-200-15006-637139,1/6/2015,1/12/2015,TN,63856,software engineer,120965,0
I-200-15058-181557,2/27/2015,3/5/2015,CT,60000,software engineer,120974,0
I-200-13042-036140,2/11/2013,2/15/2013,MI,60000,business analyst,120980,0
I-200-13073-243620,3/15/2013,3/21/2013,MI,58094,business analyst,120989,0
I-200-13325-742784,11/21/2013,11/27/2013,AZ,75000,software engineer,121010,0
I-200-13316-538620,11/12/2013,11/18/2013,AZ,71000,software engineer,121016,0
I-200-14121-756272,5/1/2014,5/1/2014,AZ,70000,software engineer,121025,0
I-200-13247-869332,9/4/2013,9/10/2013,AZ,70000,software engineer,121034,0
I-200-14171-579580,6/20/2014,1/22/2015,AZ,65000,software engineer,121040,0
I-200-14065-964699,3/6/2014,3/12/2014,AZ,65000,software engineer,121049,0
I-200-14144-047302,5/24/2014,5/30/2014,AZ,65000,software engineer,121058,0
I-200-13239-047173,8/27/2013,9/5/2013,AZ,65000,software engineer,121064,0
I-200-14039-867121,2/8/2014,2/13/2014,AZ,62000,software engineer,121073,0
I-200-14121-163098,5/1/2014,1/22/2015,AZ,60000,software engineer,121082,0
I-200-13291-268976,10/18/2013,10/26/2013,AZ,60000,software engineer,121088,0
I-200-13308-163282,11/4/2013,4/29/2014,AZ,60000,software engineer,121097,0
I-200-14036-971441,2/5/2014,2/12/2014,AZ,60000,software engineer,121106,0
I-200-14039-655407,2/8/2014,2/13/2014,AZ,60000,software engineer,121112,0
I-200-14060-189133,3/1/2014,3/6/2014,AZ,60000,software engineer,121121,0
I-200-14060-389200,3/1/2014,3/6/2014,AZ,60000,software engineer,121130,0
I-200-14060-677336,3/1/2014,3/6/2014,AZ,60000,software engineer,121136,0
I-200-14066-745679,3/7/2014,3/13/2014,AZ,60000,software engineer,121145,0
I-200-14071-785981,3/12/2014,3/18/2014,AZ,60000,software engineer,121154,0
I-200-14076-149230,3/17/2014,3/21/2014,AZ,60000,software engineer,121160,0
I-200-14076-723660,3/17/2014,3/21/2014,AZ,60000,software engineer,121169,0
I-200-14077-790990,3/18/2014,3/24/2014,AZ,60000,software engineer,121178,0
I-200-14078-259941,3/19/2014,3/25/2014,AZ,60000,software engineer,121184,0
I-200-14079-675011,3/20/2014,3/26/2014,AZ,60000,software engineer,121193,0
I-200-14121-359311,5/1/2014,5/7/2014,AZ,60000,software engineer,121202,0
I-200-14164-030158,6/13/2014,6/20/2014,AZ,60000,software engineer,121208,0
I-200-13260-902141,9/17/2013,9/24/2013,AZ,60000,software engineer,121217,0
I-200-14059-885435,2/28/2014,3/6/2014,AZ,58100,software engineer,121226,0
I-200-14064-026478,3/5/2014,3/11/2014,AZ,58074,software engineer,121232,0
A-13189-78277,7/8/2013,2/26/2015,ILLINOIS,84300,data analyst,121242,0
I-200-13003-599583,1/3/2013,1/9/2013,PA,69513,data analyst,121251,0
I-200-12039-337260,2/8/2012,5/23/2013,PA,63000,business analyst,121257,0
I-200-11308-334333,11/4/2011,5/23/2013,PA,60000,business analyst,121266,0
I-200-11299-164186,10/26/2011,11/1/2011,PA,58500,business analyst,121275,0
